id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion;Columna1;Columna2
4582;Flora;Plagiobothrys sp.;;;Plagiobothrys;Boraginaceae;Boraginales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4583;Flora;Portulaca sp.;;;Portulaca;Portulacaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4584;Flora;Portulacaceae N.D;;;Portulacaceae N.D;Portulacaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4585;Flora;Proustia sp.;;;Proustia;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;;;;;;;
4586;Flora;Puya sp.;;;Puya;Bromeliaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4587;Flora;Ranunculus sp.;;;Ranunculus;Ranunculaceae;Ranunculales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4588;Flora;Rorippa sp.;;;Rorippa;Brassicaceae;Brassicales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4589;Flora;Rubus sp.;;;Rubus;Rosaceae;Rosales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4590;Flora;Senecio aff. vegetus;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4591;Flora;Senecio rudbeckiaefolius;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;No categorizada;No categorizada;No incluida;No endemica;;;
4592;Flora;Silene sp.;;;Silene;Caryophyllaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4593;Flora;Solanum acaule;;;Solanum;Solanaceae;Solanales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;NT;No categorizada;No incluida;No endemica;;;
4594;Flora;Stangea sp.;;;Stangea;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4595;Flora;Stellaria cuspidata;;;Stellaria;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4596;Flora;Tessaria sp.;;;Tessaria;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;;;;;;;;;
4597;Flora;Tropaeolum majus;;;Tropaeolum;Tropaeolaceae;Brassicales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;;;;;;;
4598;Flora;Urtica dioica;;;Urtica;Urticaceae;Rosales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;No categorizada;LC;No incluida;No endemica;;;
4599;Flora;Valeriana sp.;;;Valeriana;Caprifoliaceae;Dipsacales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4600;Flora;Werneria ciliata;;;Werneria;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;No categorizada;No categorizada;No incluida;No endemica;;;
4601;Flora;Zannichellia sp.;;;Zannichellia;Potamogetonaceae;Alismatales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4602;Flora;Cheilanthes arequipensis;;;Cheilanthes;Pteridaceae;Polypodiales;Polypodiopsida;Tracheophyta;Plantae;;;Helecho;;No categorizada;No categorizada;No incluida;No endemica;;;
4603;Flora;Senecio sp6;;;Senecio;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4604;Flora;Tarasa sp3;;;Tarasa;Malvaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4605;Flora;Portulaca sp1.;;;Portulaca;Portulacaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4606;Flora;Cactaceae sp1;;;Cactaceae N.D.;Cactaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Cactus;;;;;;;;
4607;Flora;Lupinus sp5.;;;Lupinus;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;;;;;;;
4608;Flora;Asteraceae sp5;;;Asteraceae N.D.;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4609;Flora;Bignoniaceae sp1;;;Bignoniaceae N.D.;Bignoniaceae;Lamiales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4610;Flora;Asteraceae sp6;;;Asteraceae N.D.;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4611;Macroinvertebrados;Acaridae N.D.;;;Acaridae N.D;Acaridae;Sarcoptiformes;Euchelicerata;Arthropoda;Animalia;;;;;;;;;;;
4612;Fitoplancton;Actinoptychus sp.;;;Actinoptychus;Heliopeltaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4613;Perifiton;Actinotaenium sp.;;;Actinotaenium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4614;Fitoplancton;Akashiwo sp.;;;Akashiwo;Gymnodiniaceae;Gymnodiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4615;Fitoplancton;Algas verdes;;;;;;;;;;;;;;;;;;;
4616;Perifiton;Amoebozoa N.D.;;;Amoebozoa N.D.;Amoebozoa N.D.;Amoebozoa N.D.;Amoebozoa N.D.;Amoebozoa;Protozoa;;;;;;;;;;;
4617;Fitoplancton;Amylax sp.;;;Amylax;Gonyaulacaceae;Gonyaulacales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4618;Fitoplancton;Ankyra sp.;;;Ankyra;Characiaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4620;Fitoplancton;Asterionellopsis sp.;;;Asterionellopsis;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4621;Fitoplancton;Asteromphalus sp.;;;Asteromphalus;Asterolampraceae;Asterolamprales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4622;Fitoplancton;Azadinium sp.;;;Azadinium;Amphidomataceae;Incertae sedis;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4623;Fitoplancton;Bacillariophyta N.D.;;;Bacillariophyta N.D.;Bacillariophyta N.D.;Bacillariophyta N.D.;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4624;Macroinvertebrados;Balanus sp.;;;Balanus;Balanidae;Sessilia;Maxillopoda;Arthropoda;Animalia;;;;;;;;;;;
4625;Fitoplancton;Biddulphia sp.;;;Biddulphia;Biddulphiaceae;Biddulphiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4626;Zooplancton;Brachionus sp.;;;Brachionus;Brachionidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4627;Macroinvertebrados;Calamoceratidae N.D.;;;Calamoceratidae N.D.;Calamoceratidae;Trichoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4628;Macroinvertebrados;Calopterygidae N.D.;;;Calopterygidae N.D.;Calopterygidae;Odonata;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4629;Perifiton;Cephalodella N.D.;;;Cephalodella;Notommatidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4630;Fitoplancton;Ceratium sp.;;;Ceratium;Ceratiaceae;Gonyaulacales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4631;Perifiton;Coelosphaerium sp.;;;Coelosphaerium;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4632;Macroinvertebrados;Crepipatella sp.;;;Crepipatella;Calyptraeidae;Neotaenioglossa;Gastropoda;Mollusca;Animalia;;;;;;;;;;;
4633;Fitoplancton;Cyanobacteria N.D.;;;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria;Bacteria;;;;;;;;;;;
4634;Fitoplancton;Cylindrocystis sp.;;;Cylindrocystis;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4635;Perifiton;Cylindrospermum N.D.;;;Cylindrospermum;Nostocaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4636;Fitoplancton;Detonula sp.;;;Detonula;Skeletonemataceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4637;Fitoplancton;Dictyocha sp.;;;Dictyocha;Dictyochaceae;Dictyochales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;;;
4638;Fitoplancton;Dinophysis sp.;;;Dinophysis;Dinophysiaceae;Dinophysiales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4639;Macroinvertebrados;Diopatra sp.;;;Diopatra;Onuphidae;Eunicida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4640;Fitoplancton;Diplomenora sp.;;;Diplomenora;Rhaphoneidaceae;Rhaphoneidales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4641;Fitoplancton;Diplopeltopsis sp.;;;Diplopeltopsis;Glenodiniaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4642;Fitoplancton;Dolichospermum sp.;;;Dolichospermum;Aphanizomenonaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4643;Macroinvertebrados;Echinolittorina sp.;;;Echinolittorina;Littorinidae;Littorinimorpha;Gastropoda;Mollusca;Animalia;;;;;;;;;;;
4644;Fitoplancton;Entomoneis sp.;;;Entomoneis;Entomoneidaceae;Surirellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4645;Fitoplancton;Eucampia sp.;;;Eucampia;Hemiaulaceae;Hemiaulales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4646;Perifiton;Euglenophyta N.D.;;;Euglenophyta N.D.;Euglenophyta N.D.;Euglenophyta N.D.;Euglenophyta N.D.;Euglenophyta;Protozoa;;;;;;;;;;;
4647;Fitoplancton;Euglenozoa N.D.;;;Euglenozoa N.D.;Euglenozoa N.D.;Euglenozoa N.D.;Euglenozoa N.D.;Euglenozoa;Protozoa;;;;;;;;;;;
4648;Zooplancton;Filinia sp.;;;Filinia;Filiniidae;Flosculariaceae;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4649;Fitoplancton;Fragilariopsis sp.;;;Fragilariopsis;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4650;Macroinvertebrados;Gammaridae N.D.;;;Gammaridae N.D.;Gammaridae;Amphipoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;;;
4651;Macroinvertebrados;Glyceridae N.D.;;;Glyceridae N.D.;Glyceridae;Phyllodocida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4652;Macroinvertebrados;Goniadidae N.D.;;;Goniadidae N.D.;Goniadidae;Phyllodocida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4653;Fitoplancton;Grammatophora sp.;;;Grammatophora;Striatellaceae;Striatellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4654;Fitoplancton;Guinardia sp.;;;Guinardia;Rhizosoleniaceae;Rhizosoleniales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4655;Fitoplancton;Hemiaulus sp.;;;Hemiaulus;Hemiaulaceae;Hemiaulales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4656;Macroinvertebrados;Hirudinidae N.D.;;;Hirudinidae N.D.;Hirudinidae N.D.;Hirudinida;Clitellata;Annelida;Animalia;;;;;;;;;;;
4657;Macroinvertebrados;Hydrophilidae N.D.;;;Hydrophilidae N.D.;Hydrophilidae;Coleoptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4658;Macroinvertebrados;Isopoda N.D.;;;Isopoda N.D.;Isopoda N.D.;Isopoda;Malacostraca;Arthropoda;Animalia;;;;;;;;;;;
4659;Perifiton;Kampotonema N.D.;;;Kampotonema N.D.;Kampotonema;Oscillatoriales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4660;Fitoplancton;Karenia sp.;;;Karenia;Brachidiniaceae;Gymnodiniales;Dinophyceae;Miozoa;Protozoa;;;;;;;;;;;
4661;Perifiton;Klebsormidiaceae N.D.;;;Klebsormidiaceae N.D.;Klebsormidiaceae;Klebsormidiales;Klebsormidiophyceae;Charophyta;Plantae;;;;;;;;;;;
4662;Fitoplancton;Klebsormidiales N.D.;;;Klebsormidiales N.D.;Klebsormidiales N.D.;Klebsormidiales;Klebsormidiophyceae;Charophyta;Plantae;;;;;;;;;;;
4663;Fitoplancton;Leptocylindrus sp.;;;Leptocylindrus;Leptocylindraceae;Leptocylindrales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4664;Macroinvertebrados;Leptohyphidae N.D.;;;Leptohyphidae N.D.;Leptohyphidae;Ephemeroptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4665;Perifiton;Limnococcus sp.;;;Limnococcus;Merismopediaceae;Synechococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4666;Fitoplancton;Lithodesmium sp.;;;Lithodesmium;Lithodesmiaceae;Lithodesmiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4667;Macroinvertebrados;Littorina sp.;;;Littorina;Littorinidae;Neotaenioglossa;Gastropoda;Mollusca;Animalia;;;;;;;;;;;
4668;Macroinvertebrados;Lottia sp.;;Collisella sp.;Lottia;Lottiidae;Patellogastropoda;Gastropoda;Mollusca;Animalia;;;;;;;;;;;
4669;Macroinvertebrados;Magelona N.D.;;;Magelona;Magelonidae;Canalipalpata;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4670;Fitoplancton;Miozoa N.D.;;;Miozoa N.D.;Miozoa N.D.;Miozoa N.D.;Miozoa N.D.;Miozoa;Protozoa;;;;;;;;;;;
4671;Zooplancton;Moina sp.;;;Moina;Moinidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;;;;;;;;;;;
4672;Macroinvertebrados;Nais sp.;;;Nais;Naididae;Tubificida;Clitellata;Annelida;Animalia;;;;;;;;;;;
4673;Perifiton;Nematode N.D.;;;Nematode N.D.;Nematode N.D.;Nematode N.D.;Nematode N.D.;Nematoda;Animalia;;;;;;;;;;;
4674;Fitoplancton;Nephrocytium sp.;;;Nephrocytium;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4675;Macroinvertebrados;Nephtyidae N.D.;;;Nephtyidae N.D.;Nephtyidae;Phyllodocida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4676;Fitoplancton;Nodularia N.D.;;;Nodularia;Microchaetaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4677;Zooplancton;Notholca sp.;;;Notholca;Brachionidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4678;Fitoplancton;Ochrophyta N.D.;;;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta;Chromista;;;;;;;;;;;
4679;Fitoplancton;Octactis sp.;;;Octactis;Dictyochaceae;Dictyochales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;;;
4680;Macroinvertebrados;Odonata N.D.;;;Odonata N.D.;Odonata N.D.;Odonata;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4681;Fitoplancton;Odontella sp.;;;Odontella;Triceratiaceae;Triceratiales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4682;Macroinvertebrados;Ophiactis sp.;;;Ophiactis;Ophiactidae;Ophiurida;Ophiuroidea;Echinodermata;Animalia;;;;;;;;;;;
4683;Perifiton;Oscillatoria N.D.;;;Oscillatoria;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4684;Fitoplancton;Oscillatoriales N.D.;;;Oscillatoriales N.D.;Oscillatoriales N.D.;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4685;Fitoplancton;Peridiniopsis sp.;;;Peridiniopsis;Glenodiniaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4686;Macroinvertebrados;Perumytilus sp.;;;Perumytilus;Mytilidae;Mytiloida;Bivalvia;Mollusca;Animalia;;;;;;;;;;;
4687;Perifiton;Phormidium N.D.;;;Phormidium;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4688;Perifiton;Pleurotaenium sp.;;;Pleurotaenium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4689;Fitoplancton;Podolampas sp.;;;Podolampas;Podolampadaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4690;Fitoplancton;Polykrikos sp.;;;Polykrikos;Polykrikaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4691;Macroinvertebrados;Polynoidae N.D.;;;Polynoidae N.D.;Polynoidae;Phyllodocida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4692;Fitoplancton;Prorocentrum sp.;;;Prorocentrum;Prorocentraceae;Prorocentrales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4693;Zooplancton;Protozoa N.D.;;;Protozoa N.D.;Protozoa N.D.;Protozoa N.D.;Protozoa N.D.;Protozoa N.D.;Protozoa;;;;;;;;;;;
4694;Perifiton;Protozoarios N.D.;;;Protozoarios N.D.;Protozoarios N.D.;Protozoarios N.D.;Protozoarios N.D.;Protozoarios N.D.;Protozoa;;;;;;;;;;;
4695;Fitoplancton;Pseudo-nitzschia sp.;;;Pseudo-nitzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4696;Perifiton;Pyrrophycophyta N.D.;;;Pyrrophycophyta N.D.;Pyrrophycophyta N.D.;Pyrrophycophyta N.D.;Pyrrophycophyta N.D.;Pyrrophycophyta;Chromista;;;;;;;;;;;
4697;Fitoplancton;Rhabdoderma sp.;;;Rhabdoderma;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4698;Zooplancton;Rotifera N.D.;;;Rotifera N.D.;Rotifera N.D.;Rotifera N.D.;Rotifera N.D.;Rotifera;Animalia;;;;;;;;;;;
4699;Fitoplancton;Scrippsiella sp.;;;Scrippsiella;Calciodinellaceae;Gonyaulacales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
4700;Macroinvertebrados;Semimytilus sp.;;;Semimytilus;Mytilidae;Mytiloida;Bivalvia;Mollusca;Animalia;;;;;;;;;;;
4701;Fitoplancton;Skeletonema sp.;;;Skeletonema;Skeletonemataceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4702;Fitoplancton;Sphaerocystis sp.;;;Sphaerocystis;Sphaerocystidaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4703;Fitoplancton;Sphaerozosma sp.;;;Sphaerozosma;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4704;Macroinvertebrados;Spionidae N.D.;;;Spionidae N.D.;Spionidae;Spionida;Polychaeta;Annelida;Animalia;;;;;;;;;;;
4705;Perifiton;Spirulina N.D.;;;Spirulina;Oscillatoriaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4706;Macroinvertebrados;Tegula sp.;;;Tegula;Trochidae;Archaeogastropoda;Gastropoda;Mollusca;Animalia;;;;;;;;;;;
4707;Fitoplancton;Tetraedron sp.;;;Tetraedron;Hydrodictyaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4708;Fitoplancton;Thalassionema sp.;;;Thalassionema;Thalassionemataceae;Thalassionematales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4709;Macroinvertebrados;Thraulodes sp.;;;Thraulodes;Leptophlebiidae;Ephemeroptera;Insecta;Arthropoda;Animalia;;;;;;;;;;;
4710;Macroinvertebrados;Tubificidae N.D.;;;Tubificidae N.D.;Tubificidae;Haplotaxida;Clitellata;Annelida;Animalia;;;;;;;;;;;
4711;Perifiton;Ulotrichaceae N.D.;;;Ulotrichaceae N.D.;Ulotrichaceae;Ulotrichales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4712;Fitoplancton;Willea sp.;;;Willea;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4715;Perifiton;Actinastrum sp.;;;Actinastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4717;Perifiton;Algas verdes;;;;;;;;;;;;;;;;;;;
4719;Perifiton;Anabaenopsis sp.;;;Anabaenopsis;Nostocaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4721;Perifiton;Ankyra sp.;;;Ankyra;Characiaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4723;Perifiton;Bacillariophyta N.D.;;;Bacillariophyta N.D.;Bacillariophyta N.D.;Bacillariophyta N.D.;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4724;Fitoplancton;Bdelloidea N.D.;;;Bdelloidea N.D.;Bdelloidea N.D.;Bdelloidea N.D.;Bdelloidea;Rotifera;Animalia;;;;;;;;;;;
4725;Perifiton;Brachionus sp.;;;Brachionus;Brachionidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4727;Fitoplancton;Cephalodella sp.;;;Cephalodella;Notommatidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4734;Perifiton;Cyanobacteria N.D.;;;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria N.D.;Cyanobacteria;Bacteria;;;;;;;;;;;
4735;Perifiton;Cylindrocystis sp.;;;Cylindrocystis;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4738;Perifiton;Desmidium sp.;;;Desmidium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4740;Perifiton;Diatoma sp.;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4741;Fitoplancton;Dictyosphaerium sp.;;;Dictyosphaerium;Dictyosphaeriaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4746;Perifiton;Euchlanis sp.;;;Euchlanis;Euchlanidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4754;Perifiton;Gonatozygon sp.;;;Gonatozygon;Gonatozygaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4756;Perifiton;Hantzschia sp.;;;Hantzschia;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
4757;Perifiton;Harpacticoida N.D.;;;Harpacticoida N.D.;Harpacticoida N.D.;Harpacticoida;Maxillopoda;Arthropoda;Animalia;;;;;;;;;;;
4759;Perifiton;Lecane sp.;;;Lecane;Lecanidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4763;Perifiton;Merismopedia sp.;;;Merismopedia;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4764;Perifiton;Miozoa N.D.;;;Miozoa N.D.;Miozoa N.D.;Miozoa N.D.;Miozoa N.D.;Miozoa;Protozoa;;;;;;;;;;;
4767;Perifiton;Nephrocytium sp.;;;Nephrocytium;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4768;Perifiton;Netrium sp.;;;Netrium;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4772;Perifiton;Ochrophyta N.D.;;;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta N.D.;Ochrophyta;Chromista;;;;;;;;;;;
4773;Perifiton;Oocystis sp.;;;Oocystis;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4775;Perifiton;Oscillatoriales N.D.;;;Oscillatoriales N.D.;Oscillatoriales N.D.;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
4778;Perifiton;Phacus sp.;;;Phacus;Euglenaceae;Euglenales;Euglenophyceae;Euglenophycota;Protozoa;;;;;;;;;;;
4783;Perifiton;Rotifera N.D.;;;Rotifera N.D.;Rotifera N.D.;Rotifera N.D.;Rotifera N.D.;Rotifera;Animalia;;;;;;;;;;;
4785;Perifiton;Sphaerocystis sp.;;;Sphaerocystis;Sphaerocystidaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4786;Perifiton;Sphaerozosma sp.;;;Sphaerozosma;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4787;Zooplancton;Spirogyra sp.;;;Spirogyra;Zygnemataceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4790;Zooplancton;Staurodesmus sp.;;;Staurodesmus;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
4797;Perifiton;Trichocerca sp.;;;Trichocerca;Trichocercidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4798;Perifiton;Trichotria sp.;;;Trichotria;Trichotriidae;Ploima;Monogonta;Rotifera;Animalia;;;;;;;;;;;
4802;Perifiton;Willea sp.;;;Willea;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
4803;Flora;Proustia aff. berberidifolia;;;Proustia;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4804;Flora;Tessaria aff. integrifolia;;;Tessaria;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;;;;;;;
4805;Flora;Malesherbia ardens;;;Malesherbia;Passifloraceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;;;;;;;;
4806;Flora;Descurainia sp1;;;Descurainia;Brassicaceae;Brassicales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4807;Mastofauna;Akodon sp.;;;Akodon;Cricetidae;Rodentia;Mammalia;Chordata;Animalia;;;;;;;;;;;
4808;Flora;Astragalus cf. pusillus;;;Astragalus;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
4809;Flora;Werneria orbignyana;;;Werneria;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;No categorizada;LC;No incluida;No endemica;;;
4810;Flora;Werneria aff. heteroloba;;;Werneria;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;;;;;;;;
